location,name,note,waterfront,state,ownership,website,elevation_feet,delta_temp,climate,visited,phone
"34.4646,-80.3017",Sexton Pond,"Large waterfront site w/trash can.
$10/night.
Reservations by phone only. --AWH",pond,SC,state,https://www.scfc.gov/state-lands/sand-hills-state-forest/sand-hills-state-forest-campsite-information/,246,8.488080000000005,slightly warmer,no,843-498-6478
"43.9001,-70.1779",Bradbury Mountain State Park Campground,Mountain park with hiking trails but no significant water body; campground is not waterfront. --AWH,none,ME,state,,278,-8.612820000000005,slightly cooler,no,
"43.8015,-70.1153",Winslow Memorial Park,Freeport town campground directly on Luckse Sound --AWH,bay,ME,local,"https://me-freeport.civicplus.com/245/Winslow-Park-Campground
https://secure.thinkreservations.com/freeportmaine/reservations",22,-7.522739999999994,slightly cooler,no,
"42.8246,-72.5666",Fort Dummer State Park,The Connecticut River is in the area but the campground is set back on a hilltop; not riverfront. --AWH,none,VT,state,,610,-7.858619999999994,slightly cooler,no,
"40.6605,-74.9389",Spruce Run Recreation Area,Campground on Spruce Run Reservoir with several lakefront RV sites.  Lakefront sites are clearly marked with blue icons on the reservation system map. --AWH,lake,NJ,state,,308,-2.886839999999998,similar,no,
"37.7829,-76.5800",Belle Isle State Park,Park is on the Rappahannock River.  RV campground is not waterfront. --AWH,none,VA,state,"https://www.dcr.virginia.gov/state-parks/belle-isle
https://www.reservevaparks.com/Web/#!park/2",16,3.334140000000004,similar,no,
"37.1703,-75.9810",Kiptopeke State Park,Eastern Shore park on the Chesapeake Bay.  Campsites are not waterfront. --AWH,coastal woods,VA,state,,45,4.331520000000005,slightly warmer,no,
"40.3726,-79.3850",Keystone State Park,The park has Keystone Lake but the campground is in a standard wooded loop design set back from the lake. --AWH,none,PA,state,,1141,-5.340419999999996,slightly cooler,no,
"40.0341,-78.6343",Shawnee State Park,Campground is in a wooded area not on the lake. --AWH,none,PA,state,,1161,-4.801320000000004,slightly cooler,yes,
"33.5188,-80.4884",Santee State Park,"Many sites have a partial lake view through the cypress trees, but none of the sites are specifically lakefront.  --AWH",none,SC,state,,144,10.553220000000003,warmer,yes,
"34.4996,-79.3065",Camp Pedro,"Private campground in the Lumberton, NC area with no clear water body association. --AWH",none,NC,private,,108,8.916479999999998,slightly warmer,no,
"35.4379,-80.0698","Arrowhead Campground, Uwharrie National Forest","Lake is nearby but not within campground
Lake is nearby but not within campground. --AWH",none,NC,federal,,603,5.460840000000002,slightly warmer,no,
"34.3285,-79.2648",Little Pee Dee State Park,"Several lakefront sites
To reserve a single night, call the campground directly within one week of arrival.  --AWH",lake,SC,state,"https://reserve.southcarolinaparks.com/little-pee-dee/camping/
https://www.campsitephotos.com/campground/sc/little-pee-dee-state-park/",75,9.341460000000003,warmer,no,843-774-8872
"36.6241,-78.5258",Occoneechee State Park,"C27-29,31-33 are premium waterfront sites.  B4-7,C18,19,25,26,30,34,35 are waterfront but may be less desirable. --AWH",lake,VA,state,"https://www.reservevaparks.com/Web/#!park/24
https://www.campsitephotos.com/campground/va/occoneechee-state-park/",344,4.249980000000003,slightly warmer,no,
"38.1599,-76.8670",Westmoreland State Park,"Park is on the Potomac River, but campground is not waterfront --AWH",none,VA,state,,190,2.03544,similar,no,
"38.5990,-77.4175",Oak Ridge Campground at Prince William Forest Park,"Wooded campground, not waterfront --AWH",none,VA,federal,,387,0.5430600000000062,similar,no,
"39.4201,-79.1130",Robert W Craig Campground,"There is a lake nearby, but the campground is not lakefront. --AWH",none,MD,federal,"https://www.nab.usace.army.mil/Missions/Dams-Recreation/Jennings-Randolph-Lake/Camping/
https://www.recreation.gov/camping/campgrounds/233604",2017,-6.749819999999996,slightly cooler,no,
"38.6193,-76.5135",Breezy Point Beach & Campground,Many sites are right on the bay --AWH,bay,MD,local,,0,1.8871199999999952,similar,no,
"39.6556,-79.7878",Coopers Rock State Forest,Campground on a mountain ridge; not on a water body. --AWH,none,WV,state,,2165,-7.700219999999998,slightly cooler,no,
"38.6718,-77.1690",Pohick Bay Regional Park,From site 37 you can see the Potomac River through the trees in the wintertime. --AWH,none,VA,local,https://www.novaparks.com/parks/pohick-bay-regional-park,127,1.3363200000000048,similar,yes,
"38.8017,-77.4915",Bull Run Regional Park,Campground is within walking distance of Bull Run but campsites are not waterfront --AWH,none,VA,local,,173,0.9387000000000062,similar,no,
"30.4546,-81.4153",Little Talbot Island State Park,Park is on the ocean but campground is not waterfront --AWH,coastal woods,FL,state,https://reserve.floridastateparks.org/Web/,16,16.52508,much warmer,no,
"27.4785,-82.3372",Lake Manatee State Park,"There is a lake in the park, but the campground is not lakefront. --AWH",none,FL,state,https://reserve.floridastateparks.org/Web/,95,21.60126,hot,yes,
"27.6632,-82.3737",Little Manatee River State Park,The river runs through the park but the campground is a standard loop set back in the woods; sites are not directly on the riverbank. --AWH,none,FL,state,https://reserve.floridastateparks.org/Web/,32,21.491100000000003,hot,no,
"24.7413,-80.9808",Curry Hammock State Park,"Campsites are close to the beach, but view and access may be blocked by dunes or vegetation --AWH",coastal dunes,FL,state,https://reserve.floridastateparks.org/Web/,9,26.832420000000003,hot,no,
"35.1264,-75.9196",Ocracoke Campground,"Campsites are close to the beach, but view and access may be blocked by dunes --AWH",coastal dunes,NC,federal,"https://www.recreation.gov/camping/campgrounds/232504
https://www.campsitephotos.com/campground/nc/ocracoke/",9,8.139240000000006,slightly warmer,no,
"35.2357,-75.5389",Cape Point Campground,"Campsites are close to the beach, but view and access may be blocked by dunes --AWH",coastal dunes,NC,federal,"https://www.recreation.gov/camping/campgrounds/251945
https://www.campsitephotos.com/campground/nc/cape-point/",6,7.9541999999999975,slightly warmer,no,
"36.9201,-76.0499",First Landing State Park Campground,"Numerous beachfront sites, but vegetation and dunes may block water view. --AWH",coastal dunes,VA,state,"https://www.dcr.virginia.gov/state-parks/first-landing
https://www.reservevaparks.com/Web/#!park/10",26,4.8520800000000035,slightly warmer,no,
"38.2013,-75.1538",Assateague Island National Seashore,"Campsites are close to the beach, but view and access are blocked by dunes --AWH",coastal dunes,MD,federal,,3,2.627819999999994,similar,no,
"40.9606,-72.7954",Wildwood State Park,Park has bluffs overlooking Long Island Sound but the campground is set back in wooded areas. --AWH,coastal woods,NY,state,,154,-2.877119999999999,similar,no,
"29.8823,-81.2777",Anastasia State Park,"Park is on the ocean, but campground loops are set back in wooded areas. --AWH",coastal woods,FL,state,https://reserve.floridastateparks.org/Web/,0,17.61372,much warmer,yes,
"30.6991,-81.4567",Fort Clinch State Park,"The beach loop is nestled among the dunes, close to the Atlantic.  --AWH",coastal dunes,FL,state,https://reserve.floridastateparks.org/Web/,45,15.979679999999998,much warmer,yes,
"27.6338,-82.7186",Fort DeSoto Park,Many sites are waterfront  --AWH,bay,FL,local,"https://secure.rec1.com/FL/pinellas-county-fl/catalog
https://www.campsitephotos.com/campground/fl/fort-de-soto-park/",22,21.57912,hot,yes,727-582-2100
"27.4698,-82.6854",Buttonwood Inlet RV Resort,"Some sites are on a central pond, some are on a canal, and some are not waterfront. --AWH",pond,FL,private,,9,21.921120000000002,hot,yes,
"33.0394,-79.5618",Buck Hall Recreation Area and Boat Landing,"Campground has waterfront tent sites, but RV sites are set back a ways from the water. --AWH",riverview,SC,federal,,13,11.88414,warmer,no,
"37.8989,-79.8077",Douthat State Park,The park has a 50-acre lake but the campground loops are set back from the lakeshore in the woods. --AWH,none,VA,state,,1555,-2.361959999999996,similar,no,
"39.7148,-78.6434",Rocky Gap State Park,"¹tent site but room for EKKO in a pinch
²lakefront but view of lake obstructed by low berm, chairs could be set up on top of the berm for viewing the lake.
³set back slightly from the lake but still accessible and has a decent view
⁴lakefront, nice view
*best sites overall
³11, ¹⸴³122, **⁴125, *⁴127, ²157, *²159, ²161, ¹⸴²164, ¹⸴²165, ³250, ¹⸴³261, ⁴251, ⁴253, *⁴255, **⁴256, **⁴258, *⁴260
243: unique secluded site on its own peninsula, interesting mossy path to lakefront, view of lake slightly obstructed by distance and trees. --AWH",lake,MD,state,"https://parkreservations.maryland.gov/
https://www.campsitephotos.com/campground/md/rocky-gap-state-park/",1220,-4.4371799999999935,slightly cooler,yes,301-722-1480
"39.5681,-75.7303",Lums Pond State Park,"This park is on a lake, but the campground is not lakefront --AWH",none,DE,state,,72,-0.078120000000002,similar,no,
"38.0592,-76.3370",Point Lookout State Park,Waterfront RV loop is currently under restoration and is not open for reservations.  --AWH,bay,VA,state,,3,2.8836000000000053,similar,no,
"39.4574,-77.4929",Gambrill State Park,Campground is in a wooded area at the base of a hill.  Campsites are not waterfront.   --AWH,none,MD,state,,1131,-3.657959999999999,similar,yes,
"39.5378,-77.6218",Greenbrier State Park,"Campsites are not waterfront, but they are within walking distance of the lake.  --AWH",none,MD,state,,866,-2.8549799999999945,similar,yes,
"39.6263,-77.4804",Cunningham Falls State Park (Houck Area),"Campsites are up on a mountain, not near the lake. --AWH",none,MD,state,,1719,-6.056280000000001,slightly cooler,yes,
"39.5913,-77.4355",Cunningham Falls State Park (Manor Area),"Campsites are in a wooded area, not waterfront. --AWH",none,MD,state,,702,-2.366279999999994,similar,yes,
"39.9114,-77.4801",Caledonia State Park,Campground along Conococheague Creek.  Campsites are not waterfront. --AWH,none,PA,state,,1079,-4.28796,slightly cooler,no,
"39.7799,-76.9186",Codorus State Park Campground,"There is a lake in the park, but the campground is not lakefront. --AWH",none,PA,state,,692,-2.670659999999996,similar,no,
"44.2422,-68.3060",Seawall Campground,Campground is a short walk from the ocean.  Campsites are in the woods and are not waterfront. --AWH,coastal woods,ME,federal,"https://www.nps.gov/acad/planyourvisit/seawall-campground.htm
https://www.recreation.gov/camping/campgrounds/234674",59,-8.444699999999994,slightly cooler,no,
"44.3131,-68.2108",Blackwoods Campground,Campground is a short walk from cliffs overlooking the ocean.  Campsites are in the woods and are not waterfront. --AWH,coastal woods,ME,federal,"https://www.nps.gov/acad/planyourvisit/blackwoods-campground.htm
https://www.recreation.gov/camping/campgrounds/232508",209,-9.110519999999998,cooler,yes,
"39.4848,-75.9848",Elk Neck State Park,Some sites are on the bay --AWH,bay,MD,state,https://parkreservations.maryland.gov,160,-0.2440799999999997,similar,no,
"42.1505,-80.0783",Lampe Campground,"Extremely well-maintained Port of Erie campground on a working canal that connects Presque Isle Bay and Lake Erie.  Occasional noise from tugboats and other port equipment.  Several sites have water views, but fences and vegetation block direct access to the water.  --AWH",lakeview,PA,private,,574,-6.516540000000002,slightly cooler,yes,
"40.6928,-79.3293",Wheelin Campground,"Private campground near Kittanning, PA; Not waterfront. --AWH",none,PA,private,,997,-5.401979999999997,slightly cooler,yes,
"40.7710,-79.2398",Silver Canoe Campground,Private campground with a pond.  Individual campsites are not waterfront. --AWH,none,PA,private,,1105,-5.928840000000002,slightly cooler,yes,
"40.9300,-80.1263",Bear Run Campground,Private wooded campground near Moraine State Park --AWH,none,PA,private,,1236,-6.683039999999999,slightly cooler,yes,
"41.1796,-80.1851",Mercer / Grove City KOA Holiday,Wooded campground near Grove City. --AWH,none,PA,private,,1328,-7.459920000000002,slightly cooler,yes,
"40.6592,-79.8044",Mountain Top Campground,Hilltop campground in western PA with really nice views of surrounding countryside.  --AWH,none,PA,private,,1148,-5.879699999999996,slightly cooler,yes,
"38.2474,-78.6704",Loft Mountain Campground,High-elevation wooded campground on the top of a mountain.  Some sites may have partial view of surrounding countryside.  --AWH,none,VA,federal,"https://www.recreation.gov/camping/campgrounds/232433
https://www.campsitephotos.com/campground/va/loft-mountain/",3372,-9.471059999999998,cooler,yes,
"38.5290,-78.4368",Big Meadows Campground,High-elevation wooded campground on a mountain plateau.  Some sites may have partial view of surrounding countryside.  --AWH,none,VA,federal,"https://www.recreation.gov/camping/campgrounds/232459
https://www.campsitephotos.com/campground/va/big-meadows/",3550,-10.609740000000006,cooler,yes,
"38.8491,-78.3074",Shenandoah River State Park,"Park is right along the river, but none of the campsites are riverfront. --AWH",none,VA,state,,728,-1.1239199999999998,similar,yes,
"38.1208,-77.8224",Lake Anna State Park,"This park is on a lake, but the campground is not lakefront --AWH",none,VA,state,,387,1.4038199999999954,similar,no,
"38.7820,-75.1037",Cape Henlopen State Park,"Park is on the ocean and the bay, but the campground is about a mile from the water. --AWH",coastal woods,DE,state,,0,1.5942600000000064,similar,yes,
"39.7943,-78.3576",Grouseland Hospitality (HipCamp),Several campsites on a mountain ridge with nice views of the surrounding countryside.  --AWH,none,MD,private,,1118,-4.21758,slightly cooler,yes,
"36.5594,-93.3194",Old Highway 86 Campground,COE campground built on a peninsula of Table Rock Lake.  Multiple waterfront RV sites. --AWH,lake,MO,federal,https://www.recreation.gov/camping/campgrounds/232656,915,2.3306400000000065,similar,no,
"34.0725,-97.0551",Lake Murray State Park,Oklahoma's first and largest state park with multiple waterfront RV sites at various locations around the lake. --AWH,lake,OK,state,https://www.travelok.com/state-parks/lake-murray-state-park,751,7.392060000000003,slightly warmer,no,
"31.4210,-93.6770",Cypress Bend Park,114-acre park on Toledo Bend Reservoir.  Waterfront RV sites with full hookups for $50/night. --AWH,lake,LA,state,https://srala-toledo.com/cypress-bend-park/,170,14.235660000000001,much warmer,no,
"44.2799,-72.2740",Stillwater State Park,Multiple waterfront sites on Lake Groton with direct lake access and views.  --AWH,lake,VT,state,,1141,-12.373559999999996,cooler,no,
"43.0572,-86.2482",Grand Haven State Park,Many RV campsites that are right on the edge of the sandy beach with no dunes or vegetation to block the view; the only downside is that the sites are very close together.  --AWH,lake,MI,state,,577,-8.160300000000003,slightly cooler,no,
"41.5503,-80.5283",Pymatuning State Park (Ohio),Numerous lakefront RV sites  --AWH,lake,OH,state,https://reserveohio.com/OhioCampWeb/#!park/372,1030,-7.062479999999999,slightly cooler,no,
"41.5176,-80.5067",Pymatuning State Park (Pennsylvania),"Three campgrounds (Jamestown, Linesville, Tuttle) on the largest lake in Pennsylvania with numerous lakefront sites.  --AWH",lake,PA,state,https://pennsylvaniastateparks.reserveamerica.com/camping/pymatuning-state-park/r/campgroundDetails.do?contractCode=PA&parkId=880226,1026,-6.991920000000002,slightly cooler,no,
"25.1371,-80.9388",Flamingo Campground,Large campground in the Everglades bordering Florida Bay.  RV campsites are not waterfront.  --AWH,coastal woods,FL,federal,https://flamingoeverglades.com/campgrounds/,6,26.13168,hot,no,
"34.4007,-86.2038",Lake Guntersville State Park,Numerous RV sites set back behind a driveway with unobstructed views of the Guntersville Lake section of the Tennessee River.  --AWH,riverview,AL,state,https://reserve.alapark.com/lake-guntersville/campsites,636,7.210799999999999,slightly warmer,no,
"38.0099,-75.8463",Janes Island State Park,"On Daugherty Creek Canal near Tangier Sound on the Chesapeake Bay.  Several waterfront sites along the canal, and also a bunch of sites with water view on the other side of the driveway.  --AWH",bay,MD,state,https://parkreservations.maryland.gov,29,2.878739999999997,similar,no,
"32.8507,-85.9262",Wind Creek State Park,"On Lake Martin, one of the largest state-operated campgrounds in the US.  157 of 586 sites are waterfront, situated on peninsulas jutting into the lake.  --AWH",lake,AL,state,,521,10.410299999999994,warmer,no,
"32.5083,-80.2902",Edisto Beach State Park,"75 sites just behind the dune line on the Atlantic Ocean.  To book a single night, call the campground directly within one week of arrival.  --AWH",coastal dunes,SC,state,"https://reserve.southcarolinaparks.com/edisto-beach
https://www.campsitephotos.com/campground/sc/edisto-beach-state-park/",3,12.875220000000002,warmer,no,843-869-2156
"36.9465,-88.1816",Hillman Ferry Campground,USFS campground in Land Between the Lakes National Recreation Area on Kentucky Lake.  Many sites are lakefront on peninsulas.  --AWH,lake,KY,federal,https://lblweb.usedirect.com/camplbl/,442,3.3186599999999995,similar,no,
"36.4868,-88.0339",Piney Campground,USFS campground in Land Between the Lakes National Recreation Area on Kentucky Lake.  Many sites are lakefront on peninsulas.  --AWH,lake,TN,federal,https://lblweb.usedirect.com/camplbl/,390,4.333319999999996,slightly warmer,no,
"34.1073,-82.6202",Calhoun Falls State Park,"On a peninsula in Lake Richard B. Russell.  Many sites are waterfront.  To reserve a single night, call the campground directly within one week of arrival.  --AWH",lake,SC,state,"https://reserve.southcarolinaparks.com/calhoun-falls/
https://www.campsitephotos.com/campground/sc/calhoun-falls-state-park/",587,7.914419999999996,slightly warmer,no,864-447-8267
"34.2204,-83.9560",Old Federal Campground,Locally managed COE campground on a wooded peninsula on Lake Sidney Lanier.  Most sites are waterfront with direct lake access.  --AWH,lake,GA,local,"https://www.hallcounty.org/Facilities/Facility/Details/Old-Federal-Campground-130
https://www.campsitephotos.com/campground/ga/old-federal/",1079,5.955840000000005,slightly warmer,no,"770-533-7225,770-967-6757"
"40.3853,-78.0472",Susquehannock Campground,COE campground on Raystown Lake.  Many sites are waterfront with lake views.  --AWH,lake,PA,federal,https://www.recreation.gov/camping/campgrounds/233644,803,-4.1581800000000015,slightly cooler,no,814-658-6806
"40.6766,-78.5545",Prince Gallitzin State Park (Crooked Run Campground),"On a peninsula surrounded by Glendale Lake.  A few sites sit directly on the lakeshore, but view may be blocked by trees.  --AWH",lake,PA,state,https://pennsylvaniastateparks.reserveamerica.com/camping/prince-gallitzin-state-park/r/campgroundDetails.do?contractCode=PA&parkId=880311,1496,-7.151220000000001,slightly cooler,no,814-674-1000
"41.2903,-80.4379",Shenango Recreation Area,COE campground on Shenango River Lake.  About 200 sites on a peninsula; many are right on the water.  --AWH,lake,PA,federal,https://www.recreation.gov/camping/campgrounds/233627,928,-6.231780000000004,slightly cooler,no,724-646-1124
"39.7706,-79.4013",Yough Lake Campground (Tub Run),On a lake in the Laurel Highlands.  $40 lakefront RV sites are set back from the lake by a grassy meadow.  --AWH,lake,PA,private,"https://youghlakecampground.com/camping
https://app.fireflyreservations.com/Reserve/Property/YoughLakeCampground?holdExpired=False",1463,-5.403420000000002,slightly cooler,no,724-329-8531
"41.3523,-77.3548",Little Pine State Park,Some sites (86-88) are directly along Little Pine Creek near the dam outlet from Little Pine Lake.  --AWH,creek,PA,state,https://pennsylvaniastateparks.reserveamerica.com/camping/little-pine-state-park/r/campgroundDetails.do?contractCode=PA&parkId=880114,705,-5.5477799999999995,slightly cooler,no,570-753-6000
"34.4948,-83.0679",Tugaloo State Park,Georgia state park on a peninsula in Lake Hartwell.  Several RV campsites sit directly on the lakeshore with water views and direct lake access.  --AWH,lake,GA,state,"https://gastateparks.org/Tugaloo
https://www.campsitephotos.com/campground/ga/tugaloo-state-park/",721,6.737220000000004,slightly warmer,no,
"36.8826,-81.5339",Hungry Mother State Park,"Virginia state park in the mountains near Marion.  Hungry Mother Lake is within the park, but campsites are not lakefront.  --AWH",none,VA,state,,2628,-4.358519999999992,slightly cooler,no,
"33.6418,-82.3682",Mistletoe State Park,Georgia state park on J. Strom Thurmond Reservoir.  Several RV campsites are right on the lakeshore with water views and direct lake access.  --AWH,lake,GA,state,,442,9.267119999999995,warmer,no,
"33.8534,-82.4035",Elijah Clark State Park,Georgia state park on a peninsula on J. Strom Thurmond Reservoir.  Roughly half of the ~172 sites are directly on the lakeshore.  --AWH,lake,GA,state,,400,9.038339999999998,warmer,no,
"34.8694,-84.2491",Morganton Point Recreation Area,USFS campground on Lake Blue Ridge in the north Georgia mountains.  Several sites are right on the lakeshore.  --AWH,lake,GA,federal,https://www.recreation.gov/camping/campgrounds/234590,1788,2.260440000000003,similar,no,
"36.9662,-84.8400",Cumberland Point Campground,COE campground on Lake Cumberland in south-central Kentucky.  About 14 of 30 sites are directly on the lakeshore.  --AWH,lake,KY,federal,https://www.recreation.gov/camping/campgrounds/232563,771,2.113199999999999,similar,no,
"36.6027,-85.3016",Lillydale Campground,COE campground on Dale Hollow Lake in northern Tennessee.  Many sites sit directly on the lakeshore.  --AWH,lake,TN,federal,https://www.recreation.gov/camping/campgrounds/232623,702,3.0132000000000025,similar,no,
"35.1720,-85.1241",Harrison Bay State Park,Tennessee state park on a peninsula jutting into Chickamauga Lake.  RV sites along the lakeshore with direct water access and lake views.  --AWH,lake,TN,state,https://reserve.tnstateparks.com/harrison-bay/camping,728,5.494860000000006,slightly warmer,no,
"36.3019,-85.9093",Defeated Creek Campground,COE campground on Cordell Hull Lake.  Miltiple waterfront RV sites.  --AWH,lake,TN,federal,https://www.recreation.gov/camping/campgrounds/232572,531,4.163039999999994,slightly warmer,no,
"33.754248, -82.202564",Hamilton Branch State Park,"State park on J. Strom Thurmond Reservoir.  Multiple waterfront RV sites.  To reserve a single night, call the campground directly within one week of arrival.  --AWH",lake,SC,state,"https://southcarolinaparks.com/hamilton-branch
https://www.campsitephotos.com/campground/sc/hamilton-branch-state-park/",465,8.982813600000005,slightly warmer,no,864-333-2223
"31.7769,-85.1541",White Oak Creek Campground,COE campground on Walter F. George Lake.  Multiple waterfront RV sites.  --AWH,lake,AL,federal,https://www.recreation.gov/camping/campgrounds/232741,242,13.337639999999999,warmer,no,
"31.6435,-85.1002",Hardridge Creek Campground,COE campground on Walter F. George Lake.  Multiple waterfront RV sites.  --AWH,lake,AL,federal,https://www.recreation.gov/camping/campgrounds/232595,685,11.998260000000002,warmer,no,
"32.5123,-87.87024",Foscue Creek Campground,COE campground on the Black Warrior-Tombigbee Waterway.  Multiple waterfront RV sites.  --AWH,river,AL,federal,https://www.recreation.gov/camping/campgrounds/232569,98,12.528719999999995,warmer,no,
"34.4950,-83.0450",Lake Hartwell State Park,"Multiple lakefront RV sites.  Located just off I-85 on the GA/SC border.  To reserve a single night, call the campground directly within one week of arrival.  --AWH",lake,SC,state,"https://southcarolinaparks.com/lake-hartwell
https://www.campsitephotos.com/campground/sc/lake-hartwell-state-park/",685,6.865560000000005,slightly warmer,no,864-972-3352
"34.8021,-87.3243",Joe Wheeler State Park,The recently renovated campground offers large lakefront RV sites with wonderful lake views.  --AWH,lake,AL,state,https://reserve.alapark.com/joe-wheeler,646,6.453179999999995,slightly warmer,no,
"34.9307,-88.1673",J.P. Coleman State Park,On Pickwick Lake with 11 premium waterfront RV sites.  --AWH,lake,MS,state,https://reserve.mdwfp.com/,475,6.830099999999997,slightly warmer,no,
"38.0710,-83.4863",Zilpo Recreation Area,USFS campground in Daniel Boone NF on a peninsula on the south shore of Cave Run Lake.  The H Loop has 15–25 sites directly on the lakeshore.  --AWH,lake,KY,federal,https://www.recreation.gov/camping/campgrounds/232370,774,0.11286000000000396,similar,no,
"31.1794,-90.5239",Percy Quin State Park,About 20 premium lakefront sites.  --AWH,lake,MS,state,https://reserve.mdwfp.com/,357,14.003639999999999,much warmer,no,
"30.8019,-84.8757",Seminole State Park,"On Lake Seminole, about 20–25 sites sit directly on the lakeshore.  --AWH",lake,GA,state,https://gastateparks.org/Seminole,137,15.46704,much warmer,no,
"32.7777, -92.4887",Lake D'Arbonne State Park,On Lake D'Arbonne with a small number of premium lakefront RV sites.  --AWH,lake,LA,state,https://www.lastateparks.com/parks-preserves/lake-darbonne-state-park,209,11.653199999999996,warmer,no,
"32.9272,-85.1639",R. Shaefer Heard Campground,COE campground on West Point Lake.  Nearly all of the 117 sites are lakefront.  --AWH,lake,GA,federal,https://www.recreation.gov/camping/campgrounds/232683,636,9.863100000000001,warmer,no,
"31.6744,-85.0642",Cotton Hill Campground,COE campground on Walter F. George Lake.  Approximately 30–40 sites are waterfront.  --AWH,lake,GA,federal,https://www.recreation.gov/camping/campgrounds/232559,190,13.709340000000003,warmer,no,
"38.3072,-82.3488",Beech Fork State Park Campground,On Beech Fork Lake with roughly 100 lakefront sites directly on the water.  --AWH,lake,WV,state,https://wvstateparks.com/parks/beech-fork-state-park/,603,0.2960999999999972,similar,no,
"34.1226,-84.6210",Payne Campground,COE campground on Allatoona Lake with 18 sites designated premium/waterfront.  --AWH,lake,GA,federal,https://www.recreation.gov/camping/campgrounds/232665,849,6.950880000000003,slightly warmer,no,
"34.1952,-81.9483",Lake Greenwood State Park,"Many sites are right on the lake.  To reserve a single night, call the campground directly within one week of arrival.  --AWH",lake,SC,state,"https://southcarolinaparks.com/lake-greenwood
https://www.campsitephotos.com/campground/sc/lake-greenwood-state-park/",459,8.2125,slightly warmer,no,864-543-3535
"33.9710,-82.5781",Bobby Brown Park,County-managed park on J. Strom Thurmond Reservoir.  18 designated waterfront RV sites across two campgrounds.  --AWH,lake,GA,local,https://www.bobbybrownpark.com/campground.php,393,8.850060000000006,slightly warmer,no,
"33.8795,-82.3650",Baker Creek State Park,On J. Strom Thurmond Reservoir with many sites directly on the water.  --AWH,lake,SC,state,https://reserve.southcarolinaparks.com/baker-creek,374,9.08496,warmer,no,
"38.9484,-80.4877",Briar Point Campground (Stonewall Jackson Lake),"On a peninsula in Stonewall Jackson Lake, nearly every site is on the water.  --AWH",lake,WV,state,https://www.stonewallresort.com/roanoke-west-virginia-accommodations/campgrounds/,1076,-2.542859999999999,similar,no,
"34.4298,-82.8309",Sadlers Creek State Park,On Lake Hartwell with many sites directly on the water.  --AWH,lake,SC,state,"https://reserve.southcarolinaparks.com/sadlers-creek
https://www.campsitephotos.com/campground/sc/sadlers-creek-state-park/",662,7.06482,slightly warmer,no,
"34.1120,-84.6969",McKinney Campground,COE campground with premium sites directly on the lakeshore.  --AWH,lake,GA,federal,"https://gabartowcountyweb.myvscloud.com/webtrac/web/siterentals.html?Location=Mckinney
https://www.campsitephotos.com/campground/ga/mckinney/",928,6.689159999999997,slightly warmer,no,
"30.7390,-84.9359",Three Rivers State Park,"All sites have a view of Lake Seminole, and a few choice sites sit directly on the lakeshore.  --AWH",lake,FL,state,"https://reserve.floridastateparks.org/Web/#!park/71
https://www.campsitephotos.com/campground/fl/three-rivers-state-park/",223,15.27606,much warmer,no,850 482-9006
"30.7180,-84.8518",Eastbank Campground,COE campground on Lake Seminole with many sites along the lakeshore.  --AWH,lake,GA,federal,"https://www.recreation.gov/camping/campgrounds/232580
https://www.campsitephotos.com/campground/ga/eastbank/",124,15.664860000000001,much warmer,no,229-662-9273
"31.6859,-83.2650",Paulk Park RV Campground,City of Fitzgerald park with 25 lakeside RV sites on a 10-acre lake.  $30/night.  --AWH,lake,GA,local,https://www.fitzgeraldga.org/paulk-park-rv--tent-campround.html,351,13.11534,warmer,no,229-426-5050
"29.4645,-83.0009",Yellow Jacket RV Resort,"Waterfront sites on the Suwannee River: $69.  Premium off-river sites, close to the river: $43.  --AWH",river,FL,private,https://www.yellowjacketrvresort.com/,16,18.307259999999996,much warmer,no,352-542-8365
"29.5903,-82.9419",Suwannee River Bend RV Park,Premium waterfront sites on the Suwannee River w/private deck: $58.  Small waterfront sites: $41-$47.  --AWH,river,FL,private,https://srbrvpark.com/,16,18.08082,much warmer,no,352-542-7680
"41.7850,-78.9025",Kiasutha Recreation Area,Allegheny National Forest campground on Kinzua Bay of the Allegheny Reservoir.  Several watefront sites for small RVs.  --AWH,lake,PA,federal,https://www.recreation.gov/camping/campgrounds/232065,1328,-8.549639999999995,slightly cooler,no,"814-363-9090, 814-368-4158"
"41.3317,-79.1010",Clear Creek State Park,State park campground on the Clarion River near Allegheny National Forest.  Several sites are right on the river.  --AWH,river,PA,state,https://pennsylvaniastateparks.reserveamerica.com/camping/clear-creek-state-park/r/campgroundDetails.do?contractCode=PA&parkId=880201,1049,-6.739199999999997,slightly cooler,no,814-752-2368
"41.9878,-78.9106",Willow Bay Recreation Area,"Allegheny National Forest campground on Willow Bay of the Allegheny Reservoir.  Multiple sites right on the water, especially 66 and 68.  --AWH",lake,PA,federal,https://www.recreation.gov/camping/campgrounds/232127,1400,-9.17208,cooler,no,814-368-4158
"34.1672,-82.7504",Richard B. Russell State Park,Small campground on a point in Lake Richard B. Russell.  Most sites on the lake side of the loop are waterfront with direct lake access.  --AWH,lake,GA,state,"https://gastateparks.org/RichardBRussell
https://www.campsitephotos.com/campground/ga/richard-b-russell-state-park/",475,8.204399999999998,slightly warmer,no,
